budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,status,tagline,vote_average,vote_count,release_date_duplicate
200000000, Animation Family Adventure Comedy,http://www.disney.go.com/cars/,49013, carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659, WaltDisneyPictures PixarAnimationStudios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-11,559852396,106.0,Released,Ka-ciao!,5.8,2033,2011
200000000, Adventure Action Thriller ScienceFiction,http://greenlanternmovie.warnerbros.com/,44912, dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin d,en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839, DeLinePictures WarnerBros DCEntertainment,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-16,219851172,114.0,Released,"In our darkest hour, there will be light.",5.1,2487,2011
200000000, Animation Family Comedy,http://disney.go.com/toystory/,10193, hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418, WaltDisneyPictures PixarAnimationStudios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-06-16,1066969703,103.0,Released,No toy gets left behind.,7.6,4597,2010
200000000, Action ScienceFiction Thriller,https://www.warnerbros.com/terminator-salvation,534, savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation postapocalyptic dystopia army firearm wartime losangeles,en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892, ColumbiaPictures TheHalcyonCompany WonderlandSoundandVision WarnerBros,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-20,371353001,115.0,Released,The End Begins.,5.9,2463,2009
190000000, Action,http://www.furious7.com/,168259, carrace speed revenge suspense car race musclecar,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217, UniversalPictures OriginalFilm FujiTelevisionNetwork Dentsu OneRaceFilms ChinaFilmCo QuuebecProductionServicesTaxCredit MediaRightsCapitalMRC AbuDhabiFilmCommission ColoradoOfficeofFilmTelevisionMedia,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-01,1506249360,137.0,Released,Vengeance Hits Home,7.3,4176,2015
200000000, Action Drama Horror ScienceFiction Thriller,http://www.worldwarzmovie.com,72190, dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855, ParamountPictures GKFilms SkydanceProductions HemisphereMediaCapital ApparatusProductions LatinaPictures DUXub,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MT"", ""name"": ""Malta""}]",2013-06-20,531865000,116.0,Released,Remember Philly!,6.7,5560,2013
250000000, Action Adventure Fantasy ScienceFiction,http://www.x-menmovies.com/,127585, s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691, TwentiethCenturyFoxFilmCorporation DonnersCompany MarvelEntertainment BadHatHarryProductions TSGEntertainment DownProductions RevolutionSunStudios,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-15,747862775,131.0,Released,"To save the future, they must alter the past",7.5,6032,2014
190000000, Action Adventure ScienceFiction,,54138, spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing d,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018, ParamountPictures SkydanceProductions BadRobot KurtzmanOrci,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-05,467365246,132.0,Released,Earth Will Fall,7.4,4418,2013
195000000, Action Family Fantasy,http://jackthegiantkiller.warnerbros.com,81005, basedonfairytale giant,en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855, NewLineCinema OriginalFilm LegendaryPictures WarnerBros BigKPictures BadHatHarryProductions,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-27,197687603,114.0,Released,Prepare for a giant adventure,5.5,2598,2013
105000000, Drama Romance,,64682, basedonnovel infelity obsession hope d,en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071, VillageRoadshowPictures BazmarkFilms WarnerBros AETelevisionNetworks RedWagonEntertainment SpectrumFilms,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2013-05-10,351040419,143.0,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,7.3,3769,2013
150000000, Adventure Fantasy Action Romance,http://disney.go.com/disneypictures/princeofpersia,9543, persia sandstorm brotheragainstbrother armageddon regent basedonveogame,en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881, WaltDisneyPictures JerryBruckheimerFilms,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-19,335154643,116.0,Released,Defy the Future,6.2,2317,2010
180000000, Action ScienceFiction Adventure,http://www.pacificrimmovie.com/,68726, dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger d,en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205, LegendaryPictures WarnerBros DisneyDoubleDareYouDDY IndochinaProductions,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2013-07-11,407602906,131.0,Released,"To Fight Monsters, We Created Monsters",6.7,4794,2013
195000000, Action ScienceFiction Adventure,http://www.transformersmovie.com/,38356, moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger,en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607, ParamountPictures DiBonaventuraPictures IndochinaProductions HasbroStudios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-28,1123746996,154.0,Released,The invasion we always feared. An enemy we never expected.,6.1,3299,2011
185000000, Adventure Action,http://www.indianajones.com/site/index.html,217, savingtheworld rdle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeologyua,en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458, Lucasfilm ParamountPictures,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-05-21,786636033,122.0,Released,The adventure continues . . .,5.7,2495,2008
175000000, Adventure Animation Family,http://movies.disney.com/the-good-dinosaur,105864, tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey,en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953, WaltDisneyPictures PixarAnimationStudios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-14,331926147,93.0,Released,Little Arms With Big Attitude,6.6,1736,2015
185000000, Animation Adventure Comedy Family Action Fantasy,http://disney.go.com/brave/#/home,62177, scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage d,en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374, WaltDisneyPictures PixarAnimationStudios,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-21,538983207,93.0,Released,Change your fate.,6.7,4641,2012
